draw,analysis,true_net_value_per_user
252,Clean DRLearner,0.27978024681952407
252,Too-simple LinearDML,0.28939836965506743
252,Leaky CausalForestDML,0.0211296962360604
252,Post-treatment control,0.2803861273606138
252,Treat none,0.0
252,Treat all,0.20774614366319905
253,Clean DRLearner,0.269144752512362
253,Too-simple LinearDML,0.28149715620793225
253,Leaky CausalForestDML,0.011008973689562706
253,Post-treatment control,0.27245569468016856
253,Treat none,0.0
253,Treat all,0.20101571802554896
254,Clean DRLearner,0.28148941404807054
254,Too-simple LinearDML,0.2934506787223381
254,Leaky CausalForestDML,0.02482224797267874
254,Post-treatment control,0.28116285572504696
254,Treat none,0.0
254,Treat all,0.2108838052778907
255,Clean DRLearner,0.2736855975803386
255,Too-simple LinearDML,0.28424755853892686
255,Leaky CausalForestDML,0.02408506854486449
255,Post-treatment control,0.2706628280484805
255,Treat none,0.0
255,Treat all,0.19723852223984295
256,Clean DRLearner,0.277069717483698
256,Too-simple LinearDML,0.2857138771431828
256,Leaky CausalForestDML,0.015122180285336625
256,Post-treatment control,0.2748066847252351
256,Treat none,0.0
256,Treat all,0.202986500944461
257,Clean DRLearner,0.29540167008527773
257,Too-simple LinearDML,0.3035518262451653
257,Leaky CausalForestDML,0.02503349641159007
257,Post-treatment control,0.29381417516549957
257,Treat none,0.0
257,Treat all,0.23230408788959694
258,Clean DRLearner,0.28941845504834424
258,Too-simple LinearDML,0.2971593123014558
258,Leaky CausalForestDML,0.02203404340361941
258,Post-treatment control,0.288533005976062
258,Treat none,0.0
258,Treat all,0.2110382823635227
259,Clean DRLearner,0.2757154455902924
259,Too-simple LinearDML,0.28728789477920397
259,Leaky CausalForestDML,0.010684763592739321
259,Post-treatment control,0.2756061877392961
259,Treat none,0.0
259,Treat all,0.20710242510180477
260,Clean DRLearner,0.27761901946802614
260,Too-simple LinearDML,0.28709355757785543
260,Leaky CausalForestDML,0.015579576110750797
260,Post-treatment control,0.2740637649626548
260,Treat none,0.0
260,Treat all,0.2039798436126502
261,Clean DRLearner,0.27094527891647324
261,Too-simple LinearDML,0.27908896674380906
261,Leaky CausalForestDML,0.01802930834437547
261,Post-treatment control,0.26643342223311417
261,Treat none,0.0
261,Treat all,0.19306762056231894
262,Clean DRLearner,0.2783157723200999
262,Too-simple LinearDML,0.2860325043708444
262,Leaky CausalForestDML,0.019613127007241302
262,Post-treatment control,0.2775537625447337
262,Treat none,0.0
262,Treat all,0.2125799161610748
263,Clean DRLearner,0.27206469872510197
263,Too-simple LinearDML,0.2836846786303658
263,Leaky CausalForestDML,0.01881575553147778
263,Post-treatment control,0.269620123225043
263,Treat none,0.0
263,Treat all,0.2022212230752762
264,Clean DRLearner,0.26772105465112095
264,Too-simple LinearDML,0.2771389946960902
264,Leaky CausalForestDML,0.018587779872557646
264,Post-treatment control,0.26532025238812573
264,Treat none,0.0
264,Treat all,0.186469091712742
265,Clean DRLearner,0.2767483453470195
265,Too-simple LinearDML,0.2905476910459826
265,Leaky CausalForestDML,0.02064562924103358
265,Post-treatment control,0.2776979911541701
265,Treat none,0.0
265,Treat all,0.21302149512753626
266,Clean DRLearner,0.28051260221771807
266,Too-simple LinearDML,0.28925941031498387
266,Leaky CausalForestDML,0.018951839085357452
266,Post-treatment control,0.2765758506116101
266,Treat none,0.0
266,Treat all,0.21011362904756695
267,Clean DRLearner,0.281710676659357
267,Too-simple LinearDML,0.2922045598689458
267,Leaky CausalForestDML,0.027954081696440033
267,Post-treatment control,0.2821014068475326
267,Treat none,0.0
267,Treat all,0.21180988390475558
268,Clean DRLearner,0.28945273430907587
268,Too-simple LinearDML,0.2987257197502864
268,Leaky CausalForestDML,0.016849524142505783
268,Post-treatment control,0.2900413209151871
268,Treat none,0.0
268,Treat all,0.22007404522643328
269,Clean DRLearner,0.28771500136340833
269,Too-simple LinearDML,0.29394714180317105
269,Leaky CausalForestDML,0.0231309739332571
269,Post-treatment control,0.28346001433320833
269,Treat none,0.0
269,Treat all,0.21717418880986555
270,Clean DRLearner,0.2822679729893714
270,Too-simple LinearDML,0.2911003788687679
270,Leaky CausalForestDML,0.02606328805392657
270,Post-treatment control,0.2826781077962357
270,Treat none,0.0
270,Treat all,0.20769292510680934
271,Clean DRLearner,0.2787861630182757
271,Too-simple LinearDML,0.28721552596216554
271,Leaky CausalForestDML,0.01987813234043268
271,Post-treatment control,0.2780612449254026
271,Treat none,0.0
271,Treat all,0.2109251456300122
272,Clean DRLearner,0.293697198915507
272,Too-simple LinearDML,0.30251448108898304
272,Leaky CausalForestDML,0.017755022830380756
272,Post-treatment control,0.2912389245067151
272,Treat none,0.0
272,Treat all,0.2172102787311792
273,Clean DRLearner,0.27701003149802245
273,Too-simple LinearDML,0.29009155436215395
273,Leaky CausalForestDML,0.023445762771364346
273,Post-treatment control,0.27660722182589265
273,Treat none,0.0
273,Treat all,0.20600237852000386
274,Clean DRLearner,0.2760598513882608
274,Too-simple LinearDML,0.2859792952621928
274,Leaky CausalForestDML,0.01523917429749489
274,Post-treatment control,0.2766673136103971
274,Treat none,0.0
274,Treat all,0.19925437198529283
275,Clean DRLearner,0.28366156368217793
275,Too-simple LinearDML,0.29423142446608613
275,Leaky CausalForestDML,0.01688998146508415
275,Post-treatment control,0.2857205236630438
275,Treat none,0.0
275,Treat all,0.2237390638972793
276,Clean DRLearner,0.28092214433815615
276,Too-simple LinearDML,0.2910724168262263
276,Leaky CausalForestDML,0.02004718823492277
276,Post-treatment control,0.2803549061771468
276,Treat none,0.0
276,Treat all,0.20916614151859184
277,Clean DRLearner,0.28155933955709966
277,Too-simple LinearDML,0.29157744261246543
277,Leaky CausalForestDML,0.01628526479135259
277,Post-treatment control,0.28344932036452314
277,Treat none,0.0
277,Treat all,0.2247207092132556
278,Clean DRLearner,0.29008045544371264
278,Too-simple LinearDML,0.3007343628462758
278,Leaky CausalForestDML,0.01847194751449211
278,Post-treatment control,0.2921151348421554
278,Treat none,0.0
278,Treat all,0.2297999204126136
279,Clean DRLearner,0.3003628469765995
279,Too-simple LinearDML,0.30966166306268494
279,Leaky CausalForestDML,0.023892305015774468
279,Post-treatment control,0.29939621783528253
279,Treat none,0.0
279,Treat all,0.24001213856692455
280,Clean DRLearner,0.27495213414662756
280,Too-simple LinearDML,0.2867064772142327
280,Leaky CausalForestDML,0.019536818064078233
280,Post-treatment control,0.2751667272566774
280,Treat none,0.0
280,Treat all,0.20609825076710742
281,Clean DRLearner,0.2829795399615627
281,Too-simple LinearDML,0.2933739698830791
281,Leaky CausalForestDML,0.012311755182891477
281,Post-treatment control,0.28388910366471465
281,Treat none,0.0
281,Treat all,0.21617135009781788
282,Clean DRLearner,0.28534776480580404
282,Too-simple LinearDML,0.2969717046545954
282,Leaky CausalForestDML,0.01893501565936808
282,Post-treatment control,0.2830730888776047
282,Treat none,0.0
282,Treat all,0.21446784787176504
283,Clean DRLearner,0.2682630107593091
283,Too-simple LinearDML,0.2782734197848484
283,Leaky CausalForestDML,0.016471585193742228
283,Post-treatment control,0.26744597560238637
283,Treat none,0.0
283,Treat all,0.1995085685307349
284,Clean DRLearner,0.2828269043418161
284,Too-simple LinearDML,0.29191885253906436
284,Leaky CausalForestDML,0.015831622831503623
284,Post-treatment control,0.28199245716552856
284,Treat none,0.0
284,Treat all,0.2133508152479866
285,Clean DRLearner,0.283592880204008
285,Too-simple LinearDML,0.29168501360766635
285,Leaky CausalForestDML,0.018372205024050396
285,Post-treatment control,0.2814445556866762
285,Treat none,0.0
285,Treat all,0.20638393534182292
286,Clean DRLearner,0.2805966784987758
286,Too-simple LinearDML,0.2867460512143604
286,Leaky CausalForestDML,0.0270742165756441
286,Post-treatment control,0.275051880057195
286,Treat none,0.0
286,Treat all,0.2080437051753421
287,Clean DRLearner,0.2880538327302245
287,Too-simple LinearDML,0.2967567291001214
287,Leaky CausalForestDML,0.022454090991661374
287,Post-treatment control,0.28755992740585357
287,Treat none,0.0
287,Treat all,0.21536932016827937
288,Clean DRLearner,0.24318590278721874
288,Too-simple LinearDML,0.25898001243665847
288,Leaky CausalForestDML,0.017661151924367298
288,Post-treatment control,0.2453924500792361
288,Treat none,0.0
288,Treat all,0.1653270726015421
289,Clean DRLearner,0.2956115569688719
289,Too-simple LinearDML,0.3109885038150455
289,Leaky CausalForestDML,0.021111124708863702
289,Post-treatment control,0.29655818273941426
289,Treat none,0.0
289,Treat all,0.2347675787818929
290,Clean DRLearner,0.27889722492734087
290,Too-simple LinearDML,0.28511855682233156
290,Leaky CausalForestDML,0.01860831581542709
290,Post-treatment control,0.2744672164001027
290,Treat none,0.0
290,Treat all,0.20182082107900007
291,Clean DRLearner,0.2629040922205256
291,Too-simple LinearDML,0.27265462419241354
291,Leaky CausalForestDML,0.01268147195704513
291,Post-treatment control,0.26277591157549524
291,Treat none,0.0
291,Treat all,0.18522538050461107
292,Clean DRLearner,0.2794558085377113
292,Too-simple LinearDML,0.2868156433776635
292,Leaky CausalForestDML,0.016737458533167486
292,Post-treatment control,0.2772548628608233
292,Treat none,0.0
292,Treat all,0.21200581057271567
293,Clean DRLearner,0.26893743937609216
293,Too-simple LinearDML,0.28122548455292284
293,Leaky CausalForestDML,0.017659340577332903
293,Post-treatment control,0.2653601765745817
293,Treat none,0.0
293,Treat all,0.1986915965594157
294,Clean DRLearner,0.26998634872136684
294,Too-simple LinearDML,0.28535863960246194
294,Leaky CausalForestDML,0.015466586235776717
294,Post-treatment control,0.27081545157184483
294,Treat none,0.0
294,Treat all,0.19964880873767157
295,Clean DRLearner,0.29692709806731266
295,Too-simple LinearDML,0.30736110277922785
295,Leaky CausalForestDML,0.019864053469044872
295,Post-treatment control,0.297855183141232
295,Treat none,0.0
295,Treat all,0.23462234451944888
296,Clean DRLearner,0.2756208600243566
296,Too-simple LinearDML,0.28529965504614363
296,Leaky CausalForestDML,0.018977859160967864
296,Post-treatment control,0.26831967823992503
296,Treat none,0.0
296,Treat all,0.20080415495961884
297,Clean DRLearner,0.2750782400972217
297,Too-simple LinearDML,0.2852663685214532
297,Leaky CausalForestDML,0.022137052241784694
297,Post-treatment control,0.2755378221113341
297,Treat none,0.0
297,Treat all,0.21117799064748768
298,Clean DRLearner,0.27518591603590503
298,Too-simple LinearDML,0.2884956260014483
298,Leaky CausalForestDML,0.02413837537991246
298,Post-treatment control,0.277752635997088
298,Treat none,0.0
298,Treat all,0.21236529026389125
299,Clean DRLearner,0.27884563639383586
299,Too-simple LinearDML,0.28675107899668234
299,Leaky CausalForestDML,0.016572953197042228
299,Post-treatment control,0.27845323366398694
299,Treat none,0.0
299,Treat all,0.2092640993726262
