draw,policy,true_net_value_per_user
283,Treat all,-0.006730140394157815
283,LinearDML: effect > cost,0.16666116914443962
283,CausalForestDML: effect > cost,0.14803972193761447
283,DRLearner: effect > cost,0.161246328349601
284,Treat none,0.0
284,Treat all,0.0007807330495576052
284,LinearDML: effect > cost,0.1734026871000721
284,CausalForestDML: effect > cost,0.1564782684405457
284,DRLearner: effect > cost,0.16483031059337583
285,Treat none,0.0
285,Treat all,-0.0007632167112774648
285,LinearDML: effect > cost,0.16788287312048553
285,CausalForestDML: effect > cost,0.15378986700035818
285,DRLearner: effect > cost,0.16148694053477453
286,Treat none,0.0
286,Treat all,0.005334838769492364
286,LinearDML: effect > cost,0.170374318059734
286,CausalForestDML: effect > cost,0.15450045850118874
286,DRLearner: effect > cost,0.16314753874363697
287,Treat none,0.0
287,Treat all,0.01692551301056835
287,LinearDML: effect > cost,0.18102993945438425
287,CausalForestDML: effect > cost,0.16346797788501657
287,DRLearner: effect > cost,0.1720520420790295
288,Treat none,0.0
288,Treat all,0.0004434641652509807
288,LinearDML: effect > cost,0.16557722228931976
288,CausalForestDML: effect > cost,0.145479947204536
288,DRLearner: effect > cost,0.15924168837541547
289,Treat none,0.0
289,Treat all,-0.009655315793008146
289,LinearDML: effect > cost,0.15841966014380404
289,CausalForestDML: effect > cost,0.14492557387260493
289,DRLearner: effect > cost,0.15785621864914445
290,Treat none,0.0
290,Treat all,0.0012200200019418315
290,LinearDML: effect > cost,0.1672129867055132
290,CausalForestDML: effect > cost,0.15267328571102196
290,DRLearner: effect > cost,0.1628417359747078
291,Treat none,0.0
291,Treat all,-0.0014070298732022264
291,LinearDML: effect > cost,0.17215229701683915
291,CausalForestDML: effect > cost,0.14799224255851295
291,DRLearner: effect > cost,0.1616954389876929
292,Treat none,0.0
292,Treat all,0.0007798102365987315
292,LinearDML: effect > cost,0.1662735673190388
292,CausalForestDML: effect > cost,0.1461308838143133
292,DRLearner: effect > cost,0.16121240513362428
293,Treat none,0.0
293,Treat all,0.003217442707404633
293,LinearDML: effect > cost,0.17003325094137908
293,CausalForestDML: effect > cost,0.15331817002454598
293,DRLearner: effect > cost,0.1656850155325044
294,Treat none,0.0
294,Treat all,-0.004235040939103539
294,LinearDML: effect > cost,0.16856512418984865
294,CausalForestDML: effect > cost,0.15169915676278134
294,DRLearner: effect > cost,0.1604895446150326
295,Treat none,0.0
295,Treat all,-0.02455001722386455
295,LinearDML: effect > cost,0.15801860093945244
295,CausalForestDML: effect > cost,0.13921842701609766
295,DRLearner: effect > cost,0.14812629048816447
296,Treat none,0.0
296,Treat all,-0.006696155119211998
296,LinearDML: effect > cost,0.16281938137418214
296,CausalForestDML: effect > cost,0.14383406802868473
296,DRLearner: effect > cost,0.15729261478050535
297,Treat none,0.0
297,Treat all,-0.0033844490857747986
297,LinearDML: effect > cost,0.16968399303466675
297,CausalForestDML: effect > cost,0.14509442552718227
297,DRLearner: effect > cost,0.1603139229117577
298,Treat none,0.0
298,Treat all,0.007546577676336482
298,LinearDML: effect > cost,0.17794416975599237
298,CausalForestDML: effect > cost,0.16508239462127092
298,DRLearner: effect > cost,0.17281187903471645
299,Treat none,0.0
299,Treat all,-0.002193764861724244
299,LinearDML: effect > cost,0.17163678793430714
299,CausalForestDML: effect > cost,0.15783613701623733
299,DRLearner: effect > cost,0.16465097374633142
